0.05	6816.0	0
0.05	7156.31260444	20
0.05	8825.76419239	40
0.05	8889.01665423	60
0.05	17838.1082206	80
0.05	32633.8307735	100
0.05	73366.0277068	120
0.05	110798.551556	140
0.05	125589.866801	160
0.05	110502.575683	180
0.05	71591.9243478	200
0.05	29678.3621653	220
0.05	33497.7593865	240
0.05	48742.0560921	260
0.05	52810.0145763	280
0.05	64604.950714	300
0.05	76392.7101623	320
0.05	69742.186897	340
0.05	66658.2001102	360
0.05	91412.6186296	380
0.05	113840.612176	400
0.05	106004.769692	420
0.05	65656.3528421	440
0.05	25334.6161458	460
0.05	39552.7542262	480
0.05	44883.3946881	500
0.05	25542.5353544	520
0.05	12512.0296884	540
0.05	13605.9832026	560
0.05	12868.8067181	580
0.05	13435.0823024	600
0.05	23849.8116358	620
0.05	24728.3719329	640
0.05	12865.6123935	660
0.05	6100.88595648	680
0.05	13776.9919761	700
0.05	14853.6687554	720
0.05	12701.7902504	740
0.05	8659.22347449	760
0.05	8870.02495836	780
0.05	17179.0992398	800
0.05	18735.0028768	820
0.05	10625.5330362	840
0.05	3139.26021994	860
0.05	1174.74878528	880
0.05	720.538702498	900
0.05	3890.43203361	920
0.05	9207.42810155	940
0.05	11323.8580616	960
0.05	7381.59825315	980
0.05	2969.6564105	1000
0.05	3822.37936996	1020
0.05	2514.74049659	1040
0.05	2124.16989842	1060
0.05	4259.7864845	1080
0.05	3997.25730432	1100
0.05	2148.16394376	1120
0.05	2577.88698846	1140
0.05	3130.73426871	1160
0.05	1164.58790473	1180
0.05	4530.70764936	1200
0.05	8212.00869404	1220
0.05	7882.14907405	1240
0.05	4426.02718623	1260
0.05	2800.50510473	1280
0.05	3000.2252545	1300
0.05	1692.02577716	1320
0.05	1146.74903252	1340
0.05	2489.00339721	1360
0.05	3428.97989152	1380
0.05	3623.10448716	1400
0.05	4134.49515873	1420
0.05	3877.70366586	1440
0.05	3136.89720251	1460
0.05	2265.91375605	1480
0.05	860.681002111	1500
0.05	1119.62477985	1520
0.05	2362.00290741	1540
0.05	2959.12849982	1560
0.05	2734.32939208	1580
0.05	1872.88288292	1600
0.05	1633.17174204	1620
0.05	3488.0094079	1640
0.05	4956.01822826	1660
0.05	4705.12820624	1680
0.05	3122.83085405	1700
0.05	1335.32596524	1720
0.05	1065.28512677	1740
0.05	1144.90837767	1760
0.05	1871.16916201	1780
0.05	2921.4458205	1800
0.05	2542.75190918	1820
0.05	1021.44281173	1840
0.05	1560.95256488	1860
0.05	3903.307224	1880
0.05	4034.15557927	1900
0.05	3388.73358387	1920
0.05	3450.3991372	1940
0.05	3282.37739038	1960
0.05	2578.70879592	1980
0.05	3726.71574721	2000
0.05	5475.64145793	2020
0.05	5216.02456174	2040
0.05	2757.95601707	2060
0.05	1077.43582384	2080
0.05	2092.54299684	2100
0.05	1075.87042621	2120
0.05	2481.934168	2140
0.05	3893.66476139	2160
0.05	3343.35611385	2180
0.05	2864.37825135	2200
0.05	4120.48187212	2220
0.05	3551.56997586	2240
0.05	1231.21877527	2260
0.05	1394.21839075	2280
0.05	2047.98393461	2300
0.05	1491.31921169	2320
0.05	2978.83663267	2340
0.05	3474.95591183	2360
0.05	1252.32718054	2380
0.05	2658.18893181	2400
0.05	5431.28381347	2420
0.05	5032.9646508	2440
0.05	1721.27478483	2460
0.05	2409.68347856	2480
0.05	5124.50350124	2500
0.05	5594.46828297	2520
0.05	4631.6299556	2540
0.05	3175.53718741	2560
0.05	1371.82496969	2580
0.05	1384.5636235	2600
0.05	2207.05979301	2620
0.05	1192.82188291	2640
0.05	1078.01560112	2660
0.05	2377.28527774	2680
0.05	1645.11384603	2700
0.05	709.369035816	2720
0.05	2995.32569739	2740
0.05	3561.63447715	2760
0.05	2524.11105293	2780
0.05	2674.54076176	2800
0.05	3652.02883096	2820
0.05	3256.64861302	2840
0.05	2271.27925918	2860
0.05	2496.24859844	2880
0.05	3112.93439712	2900
0.05	3642.92074581	2920
0.05	4029.05759792	2940
0.05	3453.25095256	2960
0.05	2127.15169031	2980
0.05	1396.89014694	3000
0.05	2217.64237114	3020
0.05	2892.82473013	3040
0.05	2873.063576	3060
0.05	2036.41400308	3080
0.05	1061.92610065	3100
0.05	1806.95979487	3120
0.05	2352.44713206	3140
0.05	2341.6744476	3160
0.05	2229.26826381	3180
0.05	1714.30712598	3200
0.05	303.996134648	3220
0.05	1440.74783954	3240
0.05	2338.38528326	3260
0.05	2111.51204976	3280
0.05	1337.17815476	3300
0.05	534.914878034	3320
0.05	235.367050894	3340
0.05	753.05440741	3360
0.05	1068.68578942	3380
0.05	789.331519991	3400
0.05	534.652595445	3420
0.05	756.142283382	3440
0.05	106.293382974	3460
0.05	1478.66227372	3480
0.05	3220.25752895	3500
0.05	4363.42562318	3520
0.05	4480.53616798	3540
0.05	3534.69386216	3560
0.05	2316.57075427	3580
0.05	3113.14006727	3600
0.05	4609.06576484	3620
0.05	4676.39974013	3640
0.05	3116.71865	3660
0.05	1655.14607233	3680
0.05	2131.42615172	3700
0.05	2627.60803137	3720
0.05	3193.18374472	3740
0.05	3756.14165781	3760
0.05	3377.11861732	3780
0.05	2076.06229675	3800
0.05	1213.7244559	3820
0.05	1336.69498006	3840
0.05	1674.66214329	3860
0.05	2300.76212209	3880
0.05	2422.75946195	3900
0.05	1649.21013939	3920
0.05	1090.34732962	3940
0.05	1580.38249484	3960
0.05	1830.73491979	3980
0.05	2422.67035025	4000
0.05	3203.99895553	4020
0.05	3220.66123225	4040
0.05	2628.25604322	4060
0.05	2019.60118613	4080
0.05	1531.69767217	4100
0.05	913.371388887	4120
0.05	898.342527199	4140
0.05	979.482378389	4160
0.05	521.752901137	4180
0.05	1211.94870852	4200
0.05	1844.8818886	4220
0.05	1502.51130063	4240
0.05	441.39417671	4260
0.05	873.102747403	4280
0.05	1436.41657519	4300
0.05	1205.60432791	4320
0.05	568.205681757	4340
0.05	823.514605827	4360
0.05	1358.35456282	4380
0.05	1428.05569845	4400
0.05	1265.87893626	4420
0.05	1382.05591089	4440
0.05	1306.64575689	4460
0.05	1098.81716586	4480
0.05	1142.94675309	4500
0.05	1075.14682943	4520
0.05	448.766936055	4540
0.05	559.070979366	4560
0.05	1132.87184325	4580
0.05	950.965093846	4600
0.05	543.289700046	4620
0.05	1048.19998673	4640
0.05	1447.31042188	4660
0.05	1690.34294867	4680
0.05	1733.5440805	4700
0.05	1290.64295411	4720
0.05	524.204445115	4740
0.05	1235.85090439	4760
0.05	1635.33125848	4780
0.05	1191.212876	4800
0.05	818.300148061	4820
0.05	1141.01005862	4840
0.05	958.891056807	4860
0.05	714.00498546	4880
0.05	857.177318975	4900
0.05	548.349646749	4920
0.05	1038.97100443	4940
0.05	1987.14677073	4960
0.05	2182.89335164	4980
0.05	1534.24806082	5000
0.05	1218.29408321	5020
0.05	1438.12642612	5040
0.05	1355.40222603	5060
0.05	1254.16381639	5080
0.05	1205.88919536	5100
0.05	920.384132967	5120
0.05	1340.09205068	5140
0.05	1858.93334739	5160
0.05	1605.28406274	5180
0.05	1171.55057795	5200
0.05	1226.52803055	5220
0.05	1165.99511552	5240
0.05	596.077529319	5260
0.05	586.00156639	5280
0.05	629.323718619	5300
0.05	440.847317925	5320
0.05	818.364944024	5340
0.05	1326.5375995	5360
0.05	1514.57557744	5380
0.05	1550.11137777	5400
0.05	1385.19704433	5420
0.05	888.118096516	5440
0.05	1209.79453959	5460
0.05	1777.73910894	5480
0.05	1474.80173584	5500
0.05	720.30224085	5520
0.05	723.534210732	5540
0.05	886.348297741	5560
0.05	446.613725465	5580
0.05	385.737765878	5600
0.05	1071.24265077	5620
0.05	1349.70147025	5640
0.05	1152.01752687	5660
0.05	902.161503192	5680
0.05	701.513905623	5700
0.05	708.855037723	5720
0.05	982.779501448	5740
0.05	993.765734425	5760
0.05	860.896170555	5780
0.05	980.493347137	5800
0.05	1223.7136957	5820
0.05	1216.3621556	5840
0.05	880.427662283	5860
0.05	447.18124834	5880
0.05	757.278245493	5900
0.05	1198.57431448	5920
0.05	1378.0248276	5940
0.05	1323.76893251	5960
0.05	1278.89604127	5980
0.05	1294.60711825	6000
0.05	1159.20454854	6020
0.05	911.918777446	6040
